sentence_id,word,word_pos_tag,parse_tree,HEPW,HBCW,LCA,DIST
0,a,DT,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NP,S,3.0
0,Cape,NP,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NONE,NP,2.0
0,Cod,NP,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NONE,NP,2.0
0,attorney,NN,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NONE,NP,2.0
0,is,VBZ,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NP,VP,S,4.0
0,free,JJ,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,ADJP,VP,3.0
0,on,IN,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,PP,ADJP,3.0
0,bail,NN,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NONE,PP,3.0
0,after,IN,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),ADJP,PP,VP,6.0
0,facing,VBG,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,VP,PP,4.0
0,drug,NN,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NP,VP,3.0
0,conspiracy,NN,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NONE,NP,2.0
0,charges,NNS,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NONE,NP,2.0
0,in,IN,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NP,PP,VP,4.0
0,federal,JJ,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NP,PP,3.0
0,court,NN,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NONE,NP,2.0
0,in,IN,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),PP,PP,VP,5.0
0,Boston,NP,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),NONE,NONE,PP,3.0
0,today,NN,(ROOT (S (NP (DT A) (NNP Cape) (NNP Cod) (NN attorney)) (VP (VBZ is) (ADJP (JJ free) (PP (IN on) (NP (NN bail)))) (PP (IN after) (S (VP (VBG facing) (NP (NN drug) (NN conspiracy) (NNS charges)) (PP (IN in) (NP (JJ federal) (NN court))) (PP (IN in) (NP (NNP Boston))) (NP (NN today)))))) (. .))),PP,NONE,VP,5.0
1,Barry,NP,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,NP,S,4.0
1,Cane,NP,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,NONE,NP,2.0
1,of,IN,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NP,PP,S,6.0
1,Hyannis,NP,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,NONE,PP,3.0
1,is,VBZ,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),PP,VP,S,6.0
1,accused,VBN,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,VP,VP,3.0
1,of,IN,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,PP,VP,3.0
1,trying,VBG,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,VP,PP,4.0
1,to,TO,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,VP,VP,4.0
1,import,VB,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,VP,VP,3.0
1,more,JJR,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,NP,VP,5.0
1,than,IN,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,NONE,QP,2.0
1,five,CD,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,NONE,QP,2.0
1,kilos,NNS,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),QP,NONE,NP,3.0
1,of,IN,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NP,PP,VP,6.0
1,cocaine,NN,(ROOT (S (NP (NP (NNP Barry) (NNP Cane)) (PP (IN of) (NP (NNP Hyannis)))) (VP (VBZ is) (VP (VBN accused) (PP (IN of) (S (VP (VBG trying) (S (VP (TO to) (VP (VB import) (NP (NP (QP (JJR more) (IN than) (CD five)) (NNS kilos)) (PP (IN of) (NP (NN cocaine)))))))))))) (. .))),NONE,NONE,PP,3.0
2,the,DT,(ROOT (S (NP (NP (DT The) (NN arrest) (NN warrant)) (VP (VBN issued) (PP (IN in) (NP (NNP Florida))))) (VP (VBZ links) (NP (DT the) (NN attorney)) (PP (TO to) (NP (NP (DT a) (NN government) (NN probe)) (PP (IN of) (NP (NP (DT the) (NNP Medhyin) (NN drug) (NN cartel)) (VP (VBN headed) (PRT (RP up)) (PP (IN by) (NP (NNP kingpin) (NNP Carlos))) (ADVP (RB Later)) (SBAR (WHNP (WP who)) (S (ADVP (RB now)) (VP (VBG serving) (NP (DT a) (NN life) (NN sentence)) (PP (IN in) (NP (JJ federal) (NN prison)))))))))))) (. .))),NONE,NP,S,4.0
2,arrest,NN,(ROOT (S (NP (NP (DT The) (NN arrest) (NN warrant)) (VP (VBN issued) (PP (IN in) (NP (NNP Florida))))) (VP (VBZ links) (NP (DT the) (NN attorney)) (PP (TO to) (NP (NP (DT a) (NN government) (NN probe)) (PP (IN of) (NP (NP (DT the) (NNP Medhyin) (NN drug) (NN cartel)) (VP (VBN headed) (PRT (RP up)) (PP (IN by) (NP (NNP kingpin) (NNP Carlos))) (ADVP (RB Later)) (SBAR (WHNP (WP who)) (S (ADVP (RB now)) (VP (VBG serving) (NP (DT a) (NN life) (NN sentence)) (PP (IN in) (NP (JJ federal) (NN prison)))))))))))) (. .))),NONE,NONE,NP,2.0
2,warrant,NN,(ROOT (S (NP (NP (DT The) (NN arrest) (NN warrant)) (VP (VBN issued) (PP (IN in) (NP (NNP Florida))))) (VP (VBZ links) (NP (DT the) (NN attorney)) (PP (TO to) (NP (NP (DT a) (NN government) (NN probe)) (PP (IN of) (NP (NP (DT the) (NNP Medhyin) (NN drug) (NN cartel)) (VP (VBN headed) (PRT (RP up)) (PP (IN by) (NP (NNP kingpin) (NNP Carlos))) (ADVP (RB Later)) (SBAR (WHNP (WP who)) (S (ADVP (RB now)) (VP (VBG serving) (NP (DT a) (NN life) (NN sentence)) (PP (IN in) (NP (JJ federal) (NN prison)))))))))))) (. .))),NONE,NONE,NP,2.0
2,issued,VBN,(ROOT (S (NP (NP (DT The) (NN arrest) (NN warrant)) (VP (VBN issued) (PP (IN in) (NP (NNP Florida))))) (VP (VBZ links) (NP (DT the) (NN attorney)) (PP (TO to) (NP (NP (DT a) (NN government) (NN probe)) (PP (IN of) (NP (NP (DT the) (NNP Medhyin) (NN drug) (NN cartel)) (VP (VBN headed) (PRT (RP up)) (PP (IN by) (NP (NNP kingpin) (NNP Carlos))) (ADVP (RB Later)) (SBAR (WHNP (WP who)) (S (ADVP (RB now)) (VP (VBG serving) (NP (DT a) (NN life) (NN sentence)) (PP (IN in) (NP (JJ federal) (NN prison)))))))))))) (. .))),NP,VP,S,6.0
2,in,IN,(ROOT (S (NP (NP (DT The) (NN arrest) (NN warrant)) (VP (VBN issued) (PP (IN in) (NP (NNP Florida))))) (VP (VBZ links) (NP (DT the) (NN attorney)) (PP (TO to) (NP (NP (DT a) (NN government) (NN probe)) (PP (IN of) (NP (NP (DT the) (NNP Medhyin) (NN drug) (NN cartel)) (VP (VBN headed) (PRT (RP up)) (PP (IN by) (NP (NNP kingpin) (NNP Carlos))) (ADVP (RB Later)) (SBAR (WHNP (WP who)) (S (ADVP (RB now)) (VP (VBG serving) (NP (DT a) (NN life) (NN sentence)) (PP (IN in) (NP (JJ federal) (NN prison)))))))))))) (. .))),NONE,PP,VP,3.0
2,Florida,NP,(ROOT (S (NP (NP (DT The) (NN arrest) (NN warrant)) (VP (VBN issued) (PP (IN in) (NP (NNP Florida))))) (VP (VBZ links) (NP (DT the) (NN attorney)) (PP (TO to) (NP (NP (DT a) (NN government) (NN probe)) (PP (IN of) (NP (NP (DT the) (NNP Medhyin) (NN drug) (NN cartel)) (VP (VBN headed) (PRT (RP up)) (PP (IN by) (NP (NNP kingpin) (NNP Carlos))) (ADVP (RB Later)) (SBAR (WHNP (WP who)) (S (ADVP (RB now)) (VP (VBG serving) (NP (DT a) (NN life) (NN sentence)) (PP (IN in) (NP (JJ federal) (NN prison)))))))))))) (. .))),NONE,NONE,PP,3.0
2,links,VBZ,(ROOT (S (NP (NP (DT The) (NN arrest) (NN warrant)) (VP (VBN issued) (PP (IN in) (NP (NNP Florida))))) (VP (VBZ links) (NP (DT the) (NN attorney)) (PP (TO to) (NP (NP (DT a) (NN government) (NN probe)) (PP (IN of) (NP (NP (DT the) (NNP Medhyin) (NN drug) (NN cartel)) (VP (VBN headed) (PRT (RP up)) (PP (IN by) (NP (NNP kingpin) (NNP Carlos))) (ADVP (RB Later)) (SBAR (WHNP (WP who)) (S (ADVP (RB now)) (VP (VBG serving) (NP (DT a) (NN life) (NN sentence)) (PP (IN in) (NP (JJ federal) (NN prison)))))))))))) (. .))),VP,VP,S,7.0
2,the,DT,(ROOT (S (NP (NP (DT The) (NN arrest) (NN warrant)) (VP (VBN issued) (PP (IN in) (NP (NNP Florida))))) (VP (VBZ links) (NP (DT the) (NN attorney)) (PP (TO to) (NP (NP (DT a) (NN government) (NN probe)) (PP (IN of) (NP (NP (DT the) (NNP Medhyin) (NN drug) (NN cartel)) (VP (VBN headed) (PRT (RP up)) (PP (IN by) (NP (NNP kingpin) (NNP Carlos))) (ADVP (RB Later)) (SBAR (WHNP (WP who)) (S (ADVP (RB now)) (VP (VBG serving) (NP (DT a) (NN life) (NN sentence)) (PP (IN in) (NP (JJ federal) (NN prison)))))))))))) (. .))),NONE,NP,VP,3.0
